lat,lon,crs,TX35bc_anom
-45.5,65.5,b'',0.0
-45.5,66.5,b'',0.0
-45.5,67.5,b'',0.0
-45.5,68.5,b'',0.0
-45.5,69.5,b'',0.0
-45.5,70.5,b'',0.0
-45.5,71.5,b'',0.0
-45.5,72.5,b'',0.0
-45.5,73.5,b'',0.0
-45.5,74.5,b'',0.0
-45.5,75.5,b'',0.0
-45.5,76.5,b'',0.0
-45.5,77.5,b'',0.0
-45.5,78.5,b'',0.0
-45.5,79.5,b'',0.0
-45.5,80.5,b'',0.0
-45.5,81.5,b'',0.0
-45.5,82.5,b'',0.0
-45.5,83.5,b'',0.0
-45.5,84.5,b'',0.0
-45.5,85.5,b'',0.0
-45.5,86.5,b'',0.0
-45.5,87.5,b'',0.0
-45.5,88.5,b'',0.0
-45.5,89.5,b'',0.0
-45.5,90.5,b'',0.0
-45.5,91.5,b'',0.0
-45.5,92.5,b'',0.0
-45.5,93.5,b'',0.0
-45.5,94.5,b'',0.0
-45.5,95.5,b'',0.0
-45.5,96.5,b'',0.0
-45.5,97.5,b'',0.0
-45.5,98.5,b'',0.0
-45.5,99.5,b'',0.0
-45.5,100.5,b'',0.0
-45.5,101.5,b'',0.0
-45.5,102.5,b'',0.0
-45.5,103.5,b'',0.0
-45.5,104.5,b'',0.0
-45.5,105.5,b'',0.0
-45.5,106.5,b'',0.0
-45.5,107.5,b'',0.0
-45.5,108.5,b'',0.0
-45.5,109.5,b'',0.0
-45.5,110.5,b'',0.0
-45.5,111.5,b'',0.0
-45.5,112.5,b'',0.0
-45.5,113.5,b'',0.0
-45.5,114.5,b'',0.0
-45.5,115.5,b'',0.0
-45.5,116.5,b'',0.0
-45.5,117.5,b'',0.0
-45.5,118.5,b'',0.0
-45.5,119.5,b'',0.0
-45.5,120.5,b'',0.0
-45.5,121.5,b'',0.0
-45.5,122.5,b'',0.0
-45.5,123.5,b'',0.0
-45.5,124.5,b'',0.0
-45.5,125.5,b'',0.0
-45.5,126.5,b'',0.0
-45.5,127.5,b'',0.0
-45.5,128.5,b'',0.0
-45.5,129.5,b'',0.0
-45.5,130.5,b'',0.0
-45.5,131.5,b'',0.0
-45.5,132.5,b'',0.0
-45.5,133.5,b'',0.0
-45.5,134.5,b'',0.0
-45.5,135.5,b'',0.0
-45.5,136.5,b'',0.0
-45.5,137.5,b'',0.0
-45.5,138.5,b'',0.0
-45.5,139.5,b'',0.0
-45.5,140.5,b'',0.0
-45.5,141.5,b'',0.0
-45.5,142.5,b'',0.0
-45.5,143.5,b'',0.0
-45.5,144.5,b'',0.0
-45.5,145.5,b'',0.0
-45.5,146.5,b'',0.0
-45.5,147.5,b'',0.0
-45.5,148.5,b'',0.0
-45.5,149.5,b'',0.0
-45.5,150.5,b'',0.0
-45.5,151.5,b'',0.0
-45.5,152.5,b'',0.0
-45.5,153.5,b'',0.0
-45.5,154.5,b'',0.0
-45.5,155.5,b'',0.0
-45.5,156.5,b'',0.0
-45.5,157.5,b'',0.0
-45.5,158.5,b'',0.0
-45.5,159.5,b'',0.0
-45.5,160.5,b'',0.0
-45.5,161.5,b'',0.0
-45.5,162.5,b'',0.0
-45.5,163.5,b'',0.0
-45.5,164.5,b'',0.0
-45.5,165.5,b'',0.0
-45.5,166.5,b'',0.0
-45.5,167.5,b'',0.0
-45.5,168.5,b'',0.004166666666666667
-45.5,169.5,b'',0.010416666666666666
-45.5,170.5,b'',0.020833333333333332
-45.5,171.5,b'',0.0
-45.5,172.5,b'',0.0
-45.5,173.5,b'',0.0
-45.5,174.5,b'',0.0
-45.5,175.5,b'',0.0
-45.5,176.5,b'',0.0
-45.5,177.5,b'',0.0
-45.5,178.5,b'',0.0
-45.5,179.5,b'',0.0
-44.5,-179.5,b'',0.0
-44.5,-178.5,b'',0.0
-44.5,-177.5,b'',0.0
-44.5,-176.5,b'',0.0
-44.5,-175.5,b'',0.0
-44.5,-174.5,b'',0.0
-44.5,-173.5,b'',0.0
-44.5,-172.5,b'',0.0
-44.5,-171.5,b'',0.0
-44.5,-170.5,b'',0.0
-44.5,-169.5,b'',0.0
-44.5,-168.5,b'',0.0
-44.5,-167.5,b'',0.0
-44.5,-166.5,b'',0.0
-44.5,-165.5,b'',0.0
-44.5,-164.5,b'',0.0
-44.5,-163.5,b'',0.0
-44.5,-162.5,b'',0.0
-44.5,-161.5,b'',0.0
-44.5,-160.5,b'',0.0
-44.5,-159.5,b'',0.0
-44.5,-158.5,b'',0.0
-44.5,-157.5,b'',0.0
-44.5,-156.5,b'',0.0
-44.5,-155.5,b'',0.0
-44.5,-154.5,b'',0.0
-44.5,-153.5,b'',0.0
-44.5,-152.5,b'',0.0
-44.5,-151.5,b'',0.0
-44.5,-150.5,b'',0.0
-44.5,-149.5,b'',0.0
-44.5,-148.5,b'',0.0
-44.5,-147.5,b'',0.0
-44.5,-146.5,b'',0.0
-44.5,-145.5,b'',0.0
-44.5,-144.5,b'',0.0
-44.5,-143.5,b'',0.0
-44.5,-142.5,b'',0.0
-44.5,-141.5,b'',0.0
-44.5,-140.5,b'',0.0
-44.5,-139.5,b'',0.0
-44.5,-138.5,b'',0.0
-44.5,-137.5,b'',0.0
-44.5,-136.5,b'',0.0
-44.5,-135.5,b'',0.0
-44.5,-134.5,b'',0.0
-44.5,-133.5,b'',0.0
-44.5,-132.5,b'',0.0
-44.5,-131.5,b'',0.0
-44.5,-130.5,b'',0.0
-44.5,-129.5,b'',0.0
-44.5,-128.5,b'',0.0
-44.5,-127.5,b'',0.0
-44.5,-126.5,b'',0.0
-44.5,-125.5,b'',0.0
-44.5,-124.5,b'',0.0
-44.5,-123.5,b'',0.0
-44.5,-122.5,b'',0.0
-44.5,-121.5,b'',0.0
-44.5,-120.5,b'',0.0
-44.5,-119.5,b'',0.0
-44.5,-118.5,b'',0.0
-44.5,-117.5,b'',0.0
-44.5,-116.5,b'',0.0
-44.5,-115.5,b'',0.0
-44.5,-114.5,b'',0.0
-44.5,-113.5,b'',0.0
-44.5,-112.5,b'',0.0
-44.5,-111.5,b'',0.0
-44.5,-110.5,b'',0.0
-44.5,-109.5,b'',0.0
-44.5,-108.5,b'',0.0
-44.5,-107.5,b'',0.0
-44.5,-106.5,b'',0.0
-44.5,-105.5,b'',0.0
-44.5,-104.5,b'',0.0
-44.5,-103.5,b'',0.0
-44.5,-102.5,b'',0.0
-44.5,-101.5,b'',0.0
-44.5,-100.5,b'',0.0
-44.5,-99.5,b'',0.0
-44.5,-98.5,b'',0.0
-44.5,-97.5,b'',0.0
-44.5,-96.5,b'',0.0
-44.5,-95.5,b'',0.0
-44.5,-94.5,b'',0.0
-44.5,-93.5,b'',0.0
-44.5,-92.5,b'',0.0
-44.5,-91.5,b'',0.0
-44.5,-90.5,b'',0.0
-44.5,-89.5,b'',0.0
-44.5,-88.5,b'',0.0
-44.5,-87.5,b'',0.0
-44.5,-86.5,b'',0.0
-44.5,-85.5,b'',0.0
-44.5,-84.5,b'',0.0
-44.5,-83.5,b'',0.0
-44.5,-82.5,b'',0.0
-44.5,-81.5,b'',0.0
-44.5,-80.5,b'',0.0
-44.5,-79.5,b'',0.0
-44.5,-78.5,b'',0.0
-44.5,-77.5,b'',0.0
-44.5,-76.5,b'',0.0
-44.5,-75.5,b'',0.0
-44.5,-74.5,b'',0.0
-44.5,-73.5,b'',0.006250000000000001
-44.5,-72.5,b'',0.06874999999999999
-44.5,-71.5,b'',0.26458333333333334
-44.5,-70.5,b'',0.8854166666666666
-44.5,-69.5,b'',1.7687499999999998
-44.5,-68.5,b'',2.7125
-44.5,-67.5,b'',4.470833333333333
-44.5,-66.5,b'',4.1916666666666655
-44.5,-65.5,b'',0.5812499999999999
-44.5,-64.5,b'',0.0
-44.5,-63.5,b'',0.0
-44.5,-62.5,b'',0.0
-44.5,-61.5,b'',0.0
-44.5,-60.5,b'',0.0
-44.5,-59.5,b'',0.0
-44.5,-58.5,b'',0.0
-44.5,-57.5,b'',0.0
-44.5,-56.5,b'',0.0
-44.5,-55.5,b'',0.0
-44.5,-54.5,b'',0.0
-44.5,-53.5,b'',0.0
-44.5,-52.5,b'',0.0
-44.5,-51.5,b'',0.0
-44.5,-50.5,b'',0.0
-44.5,-49.5,b'',0.0
-44.5,-48.5,b'',0.0
-44.5,-47.5,b'',0.0
-44.5,-46.5,b'',0.0
-44.5,-45.5,b'',0.0
-44.5,-44.5,b'',0.0
-44.5,-43.5,b'',0.0
-44.5,-42.5,b'',0.0
-44.5,-41.5,b'',0.0
-44.5,-40.5,b'',0.0
-44.5,-39.5,b'',0.0
-44.5,-38.5,b'',0.0
-44.5,-37.5,b'',0.0
-44.5,-36.5,b'',0.0
-44.5,-35.5,b'',0.0
-44.5,-34.5,b'',0.0
-44.5,-33.5,b'',0.0
-44.5,-32.5,b'',0.0
-44.5,-31.5,b'',0.0
-44.5,-30.5,b'',0.0
-44.5,-29.5,b'',0.0
-44.5,-28.5,b'',0.0
-44.5,-27.5,b'',0.0
-44.5,-26.5,b'',0.0
-44.5,-25.5,b'',0.0
-44.5,-24.5,b'',0.0
-44.5,-23.5,b'',0.0
-44.5,-22.5,b'',0.0
-44.5,-21.5,b'',0.0
-44.5,-20.5,b'',0.0
-44.5,-19.5,b'',0.0
-44.5,-18.5,b'',0.0
-44.5,-17.5,b'',0.0
-44.5,-16.5,b'',0.0
-44.5,-15.5,b'',0.0
-44.5,-14.5,b'',0.0
-44.5,-13.5,b'',0.0
-44.5,-12.5,b'',0.0
-44.5,-11.5,b'',0.0
-44.5,-10.5,b'',0.0
-44.5,-9.5,b'',0.0
-44.5,-8.5,b'',0.0
-44.5,-7.5,b'',0.0
-44.5,-6.5,b'',0.0
-44.5,-5.5,b'',0.0
-44.5,-4.5,b'',0.0
-44.5,-3.5,b'',0.0
-44.5,-2.5,b'',0.0
-44.5,-1.5,b'',0.0
-44.5,-0.5,b'',0.0
-44.5,0.5,b'',0.0
-44.5,1.5,b'',0.0
-44.5,2.5,b'',0.0
-44.5,3.5,b'',0.0
-44.5,4.5,b'',0.0
-44.5,5.5,b'',0.0
-44.5,6.5,b'',0.0
-44.5,7.5,b'',0.0
-44.5,8.5,b'',0.0
-44.5,9.5,b'',0.0
-44.5,10.5,b'',0.0
-44.5,11.5,b'',0.0
-44.5,12.5,b'',0.0
-44.5,13.5,b'',0.0
-44.5,14.5,b'',0.0
-44.5,15.5,b'',0.0
-44.5,16.5,b'',0.0
-44.5,17.5,b'',0.0
-44.5,18.5,b'',0.0
-44.5,19.5,b'',0.0
-44.5,20.5,b'',0.0
-44.5,21.5,b'',0.0
-44.5,22.5,b'',0.0
-44.5,23.5,b'',0.0
-44.5,24.5,b'',0.0
-44.5,25.5,b'',0.0
-44.5,26.5,b'',0.0
-44.5,27.5,b'',0.0
-44.5,28.5,b'',0.0
-44.5,29.5,b'',0.0
-44.5,30.5,b'',0.0
-44.5,31.5,b'',0.0
-44.5,32.5,b'',0.0
-44.5,33.5,b'',0.0
-44.5,34.5,b'',0.0
-44.5,35.5,b'',0.0
-44.5,36.5,b'',0.0
-44.5,37.5,b'',0.0
-44.5,38.5,b'',0.0
-44.5,39.5,b'',0.0
-44.5,40.5,b'',0.0
-44.5,41.5,b'',0.0
-44.5,42.5,b'',0.0
-44.5,43.5,b'',0.0
-44.5,44.5,b'',0.0
-44.5,45.5,b'',0.0
-44.5,46.5,b'',0.0
-44.5,47.5,b'',0.0
-44.5,48.5,b'',0.0
-44.5,49.5,b'',0.0
-44.5,50.5,b'',0.0
-44.5,51.5,b'',0.0
-44.5,52.5,b'',0.0
-44.5,53.5,b'',0.0
-44.5,54.5,b'',0.0
-44.5,55.5,b'',0.0
-44.5,56.5,b'',0.0
-44.5,57.5,b'',0.0
-44.5,58.5,b'',0.0
-44.5,59.5,b'',0.0
-44.5,60.5,b'',0.0
-44.5,61.5,b'',0.0
-44.5,62.5,b'',0.0
-44.5,63.5,b'',0.0
-44.5,64.5,b'',0.0
-44.5,65.5,b'',0.0
-44.5,66.5,b'',0.0
-44.5,67.5,b'',0.0
-44.5,68.5,b'',0.0
-44.5,69.5,b'',0.0
-44.5,70.5,b'',0.0
-44.5,71.5,b'',0.0
-44.5,72.5,b'',0.0
-44.5,73.5,b'',0.0
-44.5,74.5,b'',0.0
-44.5,75.5,b'',0.0
-44.5,76.5,b'',0.0
-44.5,77.5,b'',0.0
-44.5,78.5,b'',0.0
-44.5,79.5,b'',0.0
-44.5,80.5,b'',0.0
-44.5,81.5,b'',0.0
-44.5,82.5,b'',0.0
-44.5,83.5,b'',0.0
-44.5,84.5,b'',0.0
-44.5,85.5,b'',0.0
-44.5,86.5,b'',0.0
-44.5,87.5,b'',0.0
-44.5,88.5,b'',0.0
-44.5,89.5,b'',0.0
-44.5,90.5,b'',0.0
-44.5,91.5,b'',0.0
-44.5,92.5,b'',0.0
-44.5,93.5,b'',0.0
-44.5,94.5,b'',0.0
-44.5,95.5,b'',0.0
-44.5,96.5,b'',0.0
-44.5,97.5,b'',0.0
-44.5,98.5,b'',0.0
-44.5,99.5,b'',0.0
-44.5,100.5,b'',0.0
-44.5,101.5,b'',0.0
-44.5,102.5,b'',0.0
-44.5,103.5,b'',0.0
-44.5,104.5,b'',0.0
-44.5,105.5,b'',0.0
-44.5,106.5,b'',0.0
-44.5,107.5,b'',0.0
-44.5,108.5,b'',0.0
-44.5,109.5,b'',0.0
-44.5,110.5,b'',0.0
-44.5,111.5,b'',0.0
-44.5,112.5,b'',0.0
-44.5,113.5,b'',0.0
-44.5,114.5,b'',0.0
-44.5,115.5,b'',0.0
-44.5,116.5,b'',0.0
-44.5,117.5,b'',0.0
-44.5,118.5,b'',0.0
-44.5,119.5,b'',0.0
-44.5,120.5,b'',0.0
-44.5,121.5,b'',0.0
-44.5,122.5,b'',0.0
-44.5,123.5,b'',0.0
-44.5,124.5,b'',0.0
-44.5,125.5,b'',0.0
-44.5,126.5,b'',0.0
-44.5,127.5,b'',0.0
-44.5,128.5,b'',0.0
-44.5,129.5,b'',0.0
-44.5,130.5,b'',0.0
-44.5,131.5,b'',0.0
-44.5,132.5,b'',0.0
-44.5,133.5,b'',0.0
-44.5,134.5,b'',0.0
-44.5,135.5,b'',0.0
-44.5,136.5,b'',0.0
-44.5,137.5,b'',0.0
-44.5,138.5,b'',0.0
-44.5,139.5,b'',0.0
-44.5,140.5,b'',0.0
-44.5,141.5,b'',0.0
-44.5,142.5,b'',0.0
-44.5,143.5,b'',0.0
-44.5,144.5,b'',0.0
-44.5,145.5,b'',0.0
-44.5,146.5,b'',0.0
-44.5,147.5,b'',0.0
-44.5,148.5,b'',0.0
-44.5,149.5,b'',0.0
-44.5,150.5,b'',0.0
-44.5,151.5,b'',0.0
-44.5,152.5,b'',0.0
-44.5,153.5,b'',0.0
-44.5,154.5,b'',0.0
-44.5,155.5,b'',0.0
-44.5,156.5,b'',0.0
-44.5,157.5,b'',0.0
-44.5,158.5,b'',0.0
-44.5,159.5,b'',0.0
-44.5,160.5,b'',0.0
-44.5,161.5,b'',0.0
-44.5,162.5,b'',0.0
-44.5,163.5,b'',0.0
-44.5,164.5,b'',0.0
-44.5,165.5,b'',0.0
-44.5,166.5,b'',0.0
-44.5,167.5,b'',0.0
-44.5,168.5,b'',0.0
-44.5,169.5,b'',0.004166666666666667
-44.5,170.5,b'',0.022916666666666665
-44.5,171.5,b'',0.0020833333333333333
-44.5,172.5,b'',0.0
-44.5,173.5,b'',0.0
-44.5,174.5,b'',0.0
-44.5,175.5,b'',0.0
-44.5,176.5,b'',0.0
-44.5,177.5,b'',0.0
-44.5,178.5,b'',0.0
-44.5,179.5,b'',0.0
-43.5,-179.5,b'',0.0
-43.5,-178.5,b'',0.0
-43.5,-177.5,b'',0.0
-43.5,-176.5,b'',0.0
-43.5,-175.5,b'',0.0
-43.5,-174.5,b'',0.0
-43.5,-173.5,b'',0.0
-43.5,-172.5,b'',0.0
-43.5,-171.5,b'',0.0
-43.5,-170.5,b'',0.0
-43.5,-169.5,b'',0.0
-43.5,-168.5,b'',0.0
-43.5,-167.5,b'',0.0
-43.5,-166.5,b'',0.0
-43.5,-165.5,b'',0.0
-43.5,-164.5,b'',0.0
-43.5,-163.5,b'',0.0
-43.5,-162.5,b'',0.0
-43.5,-161.5,b'',0.0
-43.5,-160.5,b'',0.0
-43.5,-159.5,b'',0.0
-43.5,-158.5,b'',0.0
-43.5,-157.5,b'',0.0
-43.5,-156.5,b'',0.0
-43.5,-155.5,b'',0.0
-43.5,-154.5,b'',0.0
-43.5,-153.5,b'',0.0
-43.5,-152.5,b'',0.0
-43.5,-151.5,b'',0.0
-43.5,-150.5,b'',0.0
-43.5,-149.5,b'',0.0
-43.5,-148.5,b'',0.0
-43.5,-147.5,b'',0.0
-43.5,-146.5,b'',0.0
-43.5,-145.5,b'',0.0
-43.5,-144.5,b'',0.0
-43.5,-143.5,b'',0.0
-43.5,-142.5,b'',0.0
-43.5,-141.5,b'',0.0
-43.5,-140.5,b'',0.0
-43.5,-139.5,b'',0.0
-43.5,-138.5,b'',0.0
-43.5,-137.5,b'',0.0
-43.5,-136.5,b'',0.0
-43.5,-135.5,b'',0.0
-43.5,-134.5,b'',0.0
-43.5,-133.5,b'',0.0
-43.5,-132.5,b'',0.0
-43.5,-131.5,b'',0.0
-43.5,-130.5,b'',0.0
-43.5,-129.5,b'',0.0
-43.5,-128.5,b'',0.0
-43.5,-127.5,b'',0.0
-43.5,-126.5,b'',0.0
-43.5,-125.5,b'',0.0
-43.5,-124.5,b'',0.0
-43.5,-123.5,b'',0.0
-43.5,-122.5,b'',0.0
-43.5,-121.5,b'',0.0
-43.5,-120.5,b'',0.0
-43.5,-119.5,b'',0.0
-43.5,-118.5,b'',0.0
-43.5,-117.5,b'',0.0
-43.5,-116.5,b'',0.0
-43.5,-115.5,b'',0.0
-43.5,-114.5,b'',0.0
-43.5,-113.5,b'',0.0
-43.5,-112.5,b'',0.0
-43.5,-111.5,b'',0.0
-43.5,-110.5,b'',0.0
-43.5,-109.5,b'',0.0
-43.5,-108.5,b'',0.0
-43.5,-107.5,b'',0.0
-43.5,-106.5,b'',0.0
-43.5,-105.5,b'',0.0
-43.5,-104.5,b'',0.0
-43.5,-103.5,b'',0.0
-43.5,-102.5,b'',0.0
-43.5,-101.5,b'',0.0
-43.5,-100.5,b'',0.0
-43.5,-99.5,b'',0.0
-43.5,-98.5,b'',0.0
-43.5,-97.5,b'',0.0
-43.5,-96.5,b'',0.0
-43.5,-95.5,b'',0.0
-43.5,-94.5,b'',0.0
-43.5,-93.5,b'',0.0
-43.5,-92.5,b'',0.0
-43.5,-91.5,b'',0.0
-43.5,-90.5,b'',0.0
-43.5,-89.5,b'',0.0
-43.5,-88.5,b'',0.0
-43.5,-87.5,b'',0.0
-43.5,-86.5,b'',0.0
-43.5,-85.5,b'',0.0
-43.5,-84.5,b'',0.0
-43.5,-83.5,b'',0.0
-43.5,-82.5,b'',0.0
-43.5,-81.5,b'',0.0
-43.5,-80.5,b'',0.0
-43.5,-79.5,b'',0.0
-43.5,-78.5,b'',0.0
-43.5,-77.5,b'',0.0
-43.5,-76.5,b'',0.0
-43.5,-75.5,b'',0.0
-43.5,-74.5,b'',0.0
-43.5,-73.5,b'',0.0
-43.5,-72.5,b'',0.1729166666666667
-43.5,-71.5,b'',0.4520833333333332
-43.5,-70.5,b'',0.9958333333333336
-43.5,-69.5,b'',3.2229166666666664
-43.5,-68.5,b'',5.120833333333334
-43.5,-67.5,b'',7.5874999999999995
-43.5,-66.5,b'',7.710416666666668
-43.5,-65.5,b'',7.74166666666667
-43.5,-64.5,b'',0.0
-43.5,-63.5,b'',0.0
-43.5,-62.5,b'',0.0
-43.5,-61.5,b'',0.0
-43.5,-60.5,b'',0.0
-43.5,-59.5,b'',0.0
-43.5,-58.5,b'',0.0
-43.5,-57.5,b'',0.0
-43.5,-56.5,b'',0.0
-43.5,-55.5,b'',0.0
-43.5,-54.5,b'',0.0
-43.5,-53.5,b'',0.0
-43.5,-52.5,b'',0.0
-43.5,-51.5,b'',0.0
-43.5,-50.5,b'',0.0
-43.5,-49.5,b'',0.0
-43.5,-48.5,b'',0.0
-43.5,-47.5,b'',0.0
-43.5,-46.5,b'',0.0
-43.5,-45.5,b'',0.0
-43.5,-44.5,b'',0.0
-43.5,-43.5,b'',0.0
-43.5,-42.5,b'',0.0
-43.5,-41.5,b'',0.0
-43.5,-40.5,b'',0.0
-43.5,-39.5,b'',0.0
-43.5,-38.5,b'',0.0
-43.5,-37.5,b'',0.0
-43.5,-36.5,b'',0.0
-43.5,-35.5,b'',0.0
-43.5,-34.5,b'',0.0
-43.5,-33.5,b'',0.0
-43.5,-32.5,b'',0.0
-43.5,-31.5,b'',0.0
-43.5,-30.5,b'',0.0
-43.5,-29.5,b'',0.0
-43.5,-28.5,b'',0.0
-43.5,-27.5,b'',0.0
-43.5,-26.5,b'',0.0
-43.5,-25.5,b'',0.0
-43.5,-24.5,b'',0.0
-43.5,-23.5,b'',0.0
-43.5,-22.5,b'',0.0
-43.5,-21.5,b'',0.0
-43.5,-20.5,b'',0.0
-43.5,-19.5,b'',0.0
-43.5,-18.5,b'',0.0
-43.5,-17.5,b'',0.0
-43.5,-16.5,b'',0.0
-43.5,-15.5,b'',0.0
-43.5,-14.5,b'',0.0
-43.5,-13.5,b'',0.0
-43.5,-12.5,b'',0.0
-43.5,-11.5,b'',0.0
-43.5,-10.5,b'',0.0
-43.5,-9.5,b'',0.0
-43.5,-8.5,b'',0.0
-43.5,-7.5,b'',0.0
-43.5,-6.5,b'',0.0
-43.5,-5.5,b'',0.0
-43.5,-4.5,b'',0.0
-43.5,-3.5,b'',0.0
-43.5,-2.5,b'',0.0
-43.5,-1.5,b'',0.0
-43.5,-0.5,b'',0.0
-43.5,0.5,b'',0.0
-43.5,1.5,b'',0.0
-43.5,2.5,b'',0.0
-43.5,3.5,b'',0.0
-43.5,4.5,b'',0.0
-43.5,5.5,b'',0.0
-43.5,6.5,b'',0.0
-43.5,7.5,b'',0.0
-43.5,8.5,b'',0.0
-43.5,9.5,b'',0.0
-43.5,10.5,b'',0.0
-43.5,11.5,b'',0.0
-43.5,12.5,b'',0.0
-43.5,13.5,b'',0.0
-43.5,14.5,b'',0.0
-43.5,15.5,b'',0.0
-43.5,16.5,b'',0.0
-43.5,17.5,b'',0.0
-43.5,18.5,b'',0.0
-43.5,19.5,b'',0.0
-43.5,20.5,b'',0.0
-43.5,21.5,b'',0.0
-43.5,22.5,b'',0.0
-43.5,23.5,b'',0.0
-43.5,24.5,b'',0.0
-43.5,25.5,b'',0.0
-43.5,26.5,b'',0.0
-43.5,27.5,b'',0.0
-43.5,28.5,b'',0.0
-43.5,29.5,b'',0.0
-43.5,30.5,b'',0.0
-43.5,31.5,b'',0.0
-43.5,32.5,b'',0.0
-43.5,33.5,b'',0.0
-43.5,34.5,b'',0.0
-43.5,35.5,b'',0.0
-43.5,36.5,b'',0.0
-43.5,37.5,b'',0.0
-43.5,38.5,b'',0.0
-43.5,39.5,b'',0.0
-43.5,40.5,b'',0.0
-43.5,41.5,b'',0.0
-43.5,42.5,b'',0.0
-43.5,43.5,b'',0.0
-43.5,44.5,b'',0.0
-43.5,45.5,b'',0.0
-43.5,46.5,b'',0.0
-43.5,47.5,b'',0.0
-43.5,48.5,b'',0.0
-43.5,49.5,b'',0.0
-43.5,50.5,b'',0.0
-43.5,51.5,b'',0.0
-43.5,52.5,b'',0.0
-43.5,53.5,b'',0.0
-43.5,54.5,b'',0.0
-43.5,55.5,b'',0.0
-43.5,56.5,b'',0.0
-43.5,57.5,b'',0.0
-43.5,58.5,b'',0.0
-43.5,59.5,b'',0.0
-43.5,60.5,b'',0.0
-43.5,61.5,b'',0.0
-43.5,62.5,b'',0.0
-43.5,63.5,b'',0.0
-43.5,64.5,b'',0.0
-43.5,65.5,b'',0.0
-43.5,66.5,b'',0.0
-43.5,67.5,b'',0.0
-43.5,68.5,b'',0.0
-43.5,69.5,b'',0.0
-43.5,70.5,b'',0.0
-43.5,71.5,b'',0.0
-43.5,72.5,b'',0.0
-43.5,73.5,b'',0.0
-43.5,74.5,b'',0.0
-43.5,75.5,b'',0.0
-43.5,76.5,b'',0.0
-43.5,77.5,b'',0.0
-43.5,78.5,b'',0.0
-43.5,79.5,b'',0.0
-43.5,80.5,b'',0.0
-43.5,81.5,b'',0.0
-43.5,82.5,b'',0.0
-43.5,83.5,b'',0.0
-43.5,84.5,b'',0.0
-43.5,85.5,b'',0.0
-43.5,86.5,b'',0.0
-43.5,87.5,b'',0.0
-43.5,88.5,b'',0.0
-43.5,89.5,b'',0.0
-43.5,90.5,b'',0.0
-43.5,91.5,b'',0.0
-43.5,92.5,b'',0.0
-43.5,93.5,b'',0.0
-43.5,94.5,b'',0.0
-43.5,95.5,b'',0.0
-43.5,96.5,b'',0.0
-43.5,97.5,b'',0.0
-43.5,98.5,b'',0.0
-43.5,99.5,b'',0.0
-43.5,100.5,b'',0.0
-43.5,101.5,b'',0.0
-43.5,102.5,b'',0.0
-43.5,103.5,b'',0.0
-43.5,104.5,b'',0.0
-43.5,105.5,b'',0.0
-43.5,106.5,b'',0.0
-43.5,107.5,b'',0.0
-43.5,108.5,b'',0.0
-43.5,109.5,b'',0.0
-43.5,110.5,b'',0.0
-43.5,111.5,b'',0.0
-43.5,112.5,b'',0.0
-43.5,113.5,b'',0.0
-43.5,114.5,b'',0.0
-43.5,115.5,b'',0.0
-43.5,116.5,b'',0.0
-43.5,117.5,b'',0.0
-43.5,118.5,b'',0.0
-43.5,119.5,b'',0.0
-43.5,120.5,b'',0.0
-43.5,121.5,b'',0.0
-43.5,122.5,b'',0.0
-43.5,123.5,b'',0.0
-43.5,124.5,b'',0.0
-43.5,125.5,b'',0.0
-43.5,126.5,b'',0.0
-43.5,127.5,b'',0.0
-43.5,128.5,b'',0.0
-43.5,129.5,b'',0.0
-43.5,130.5,b'',0.0
-43.5,131.5,b'',0.0
-43.5,132.5,b'',0.0
-43.5,133.5,b'',0.0
-43.5,134.5,b'',0.0
-43.5,135.5,b'',0.0
-43.5,136.5,b'',0.0
-43.5,137.5,b'',0.0
-43.5,138.5,b'',0.0
-43.5,139.5,b'',0.0
-43.5,140.5,b'',0.0
-43.5,141.5,b'',0.0
-43.5,142.5,b'',0.0
-43.5,143.5,b'',0.0
-43.5,144.5,b'',0.0
-43.5,145.5,b'',0.0
-43.5,146.5,b'',0.41041666666666665
-43.5,147.5,b'',0.0020833333333333333
-43.5,148.5,b'',0.0
-43.5,149.5,b'',0.0
-43.5,150.5,b'',0.0
-43.5,151.5,b'',0.0
-43.5,152.5,b'',0.0
-43.5,153.5,b'',0.0
-43.5,154.5,b'',0.0
-43.5,155.5,b'',0.0
-43.5,156.5,b'',0.0
-43.5,157.5,b'',0.0
-43.5,158.5,b'',0.0
-43.5,159.5,b'',0.0
-43.5,160.5,b'',0.0
-43.5,161.5,b'',0.0
-43.5,162.5,b'',0.0
-43.5,163.5,b'',0.0
-43.5,164.5,b'',0.0
-43.5,165.5,b'',0.0
-43.5,166.5,b'',0.0
-43.5,167.5,b'',0.0
-43.5,168.5,b'',0.0
-43.5,169.5,b'',0.0
-43.5,170.5,b'',0.0
-43.5,171.5,b'',0.0020833333333333333
-43.5,172.5,b'',0.043750000000000004
-43.5,173.5,b'',0.0
-43.5,174.5,b'',0.0
-43.5,175.5,b'',0.0
-43.5,176.5,b'',0.0
-43.5,177.5,b'',0.0
-43.5,178.5,b'',0.0
-43.5,179.5,b'',0.0
-42.5,-179.5,b'',0.0
-42.5,-178.5,b'',0.0
-42.5,-177.5,b'',0.0
-42.5,-176.5,b'',0.0
-42.5,-175.5,b'',0.0
-42.5,-174.5,b'',0.0
-42.5,-173.5,b'',0.0
