lat,lon,crs,tas_anom
-53.5,45.5,b'',2.9881494
-53.5,46.5,b'',2.9941754
-53.5,47.5,b'',3.0004797
-53.5,48.5,b'',3.0036345
-53.5,49.5,b'',3.0120807
-53.5,50.5,b'',3.0153294
-53.5,51.5,b'',3.021693
-53.5,52.5,b'',3.0316947
-53.5,53.5,b'',3.0386648
-53.5,54.5,b'',3.046736
-53.5,55.5,b'',3.0522873
-53.5,56.5,b'',3.055965
-53.5,57.5,b'',3.0612352
-53.5,58.5,b'',3.0695019
-53.5,59.5,b'',3.0787323
-53.5,60.5,b'',3.09191
-53.5,61.5,b'',3.109172
-53.5,62.5,b'',3.1247768
-53.5,63.5,b'',3.149077
-53.5,64.5,b'',3.1727085
-53.5,65.5,b'',3.188784
-53.5,66.5,b'',3.2151308
-53.5,67.5,b'',3.2277637
-53.5,68.5,b'',3.2505605
-53.5,69.5,b'',3.2652497
-53.5,70.5,b'',3.281385
-53.5,71.5,b'',3.2930326
-53.5,72.5,b'',3.3049622
-53.5,73.5,b'',3.3090115
-53.5,74.5,b'',3.309857
-53.5,75.5,b'',3.2762735
-53.5,76.5,b'',3.246816
-53.5,77.5,b'',3.1772084
-53.5,78.5,b'',3.1019268
-53.5,79.5,b'',3.0519807
-53.5,80.5,b'',3.023923
-53.5,81.5,b'',3.0339246
-53.5,82.5,b'',3.0501976
-53.5,83.5,b'',3.0613449
-53.5,84.5,b'',3.0515616
-53.5,85.5,b'',3.046792
-53.5,86.5,b'',3.032543
-53.5,87.5,b'',3.0300195
-53.5,88.5,b'',3.0248952
-53.5,89.5,b'',3.0178363
-53.5,90.5,b'',3.013402
-53.5,91.5,b'',3.0008602
-53.5,92.5,b'',2.9821286
-53.5,93.5,b'',2.9662519
-53.5,94.5,b'',2.9539711
-53.5,95.5,b'',2.9488764
-53.5,96.5,b'',2.9439192
-53.5,97.5,b'',2.9298537
-53.5,98.5,b'',2.9190712
-53.5,99.5,b'',2.9059699
-53.5,100.5,b'',2.893116
-53.5,101.5,b'',2.8808773
-53.5,102.5,b'',2.8704276
-53.5,103.5,b'',2.8569088
-53.5,104.5,b'',2.8491971
-53.5,105.5,b'',2.8362195
-53.5,106.5,b'',2.8279066
-53.5,107.5,b'',2.8147175
-53.5,108.5,b'',2.8060715
-53.5,109.5,b'',2.7949107
-53.5,110.5,b'',2.788647
-53.5,111.5,b'',2.7827168
-53.5,112.5,b'',2.774203
-53.5,113.5,b'',2.7692826
-53.5,114.5,b'',2.7641
-53.5,115.5,b'',2.7633185
-53.5,116.5,b'',2.7565622
-53.5,117.5,b'',2.7561576
-53.5,118.5,b'',2.7451997
-53.5,119.5,b'',2.7426186
-53.5,120.5,b'',2.737998
-53.5,121.5,b'',2.7286243
-53.5,122.5,b'',2.7197638
-53.5,123.5,b'',2.7095633
-53.5,124.5,b'',2.7009108
-53.5,125.5,b'',2.6897745
-53.5,126.5,b'',2.6781409
-53.5,127.5,b'',2.6641607
-53.5,128.5,b'',2.6464372
-53.5,129.5,b'',2.6304114
-53.5,130.5,b'',2.616392
-53.5,131.5,b'',2.59892
-53.5,132.5,b'',2.5900118
-53.5,133.5,b'',2.5753877
-53.5,134.5,b'',2.5632417
-53.5,135.5,b'',2.5550086
-53.5,136.5,b'',2.5498438
-53.5,137.5,b'',2.5457892
-53.5,138.5,b'',2.551838
-53.5,139.5,b'',2.5512335
-53.5,140.5,b'',2.5536854
-53.5,141.5,b'',2.5518293
-53.5,142.5,b'',2.559952
-53.5,143.5,b'',2.569756
-53.5,144.5,b'',2.5735965
-53.5,145.5,b'',2.5741332
-53.5,146.5,b'',2.5641475
-53.5,147.5,b'',2.5569625
-53.5,148.5,b'',2.547818
-53.5,149.5,b'',2.5515697
-53.5,150.5,b'',2.551114
-53.5,151.5,b'',2.5547156
-53.5,152.5,b'',2.5537748
-53.5,153.5,b'',2.5494137
-53.5,154.5,b'',2.5471408
-53.5,155.5,b'',2.5467162
-53.5,156.5,b'',2.5467768
-53.5,157.5,b'',2.552617
-53.5,158.5,b'',2.5517924
-53.5,159.5,b'',2.5381882
-53.5,160.5,b'',2.5327656
-53.5,161.5,b'',2.5124698
-53.5,162.5,b'',2.488983
-53.5,163.5,b'',2.4771917
-53.5,164.5,b'',2.4628115
-53.5,165.5,b'',2.4618773
-53.5,166.5,b'',2.4661722
-53.5,167.5,b'',2.4686646
-53.5,168.5,b'',2.4680347
-53.5,169.5,b'',2.4662795
-53.5,170.5,b'',2.457038
-53.5,171.5,b'',2.44674
-53.5,172.5,b'',2.4298534
-53.5,173.5,b'',2.404933
-53.5,174.5,b'',2.3797503
-53.5,175.5,b'',2.3626685
-53.5,176.5,b'',2.3504899
-53.5,177.5,b'',2.33762
-53.5,178.5,b'',2.3350253
-53.5,179.5,b'',2.3205686
-52.5,-179.5,b'',2.396196
-52.5,-178.5,b'',2.3995655
-52.5,-177.5,b'',2.4091527
-52.5,-176.5,b'',2.393628
-52.5,-175.5,b'',2.3937914
-52.5,-174.5,b'',2.378937
-52.5,-173.5,b'',2.3758433
-52.5,-172.5,b'',2.3733847
-52.5,-171.5,b'',2.3691182
-52.5,-170.5,b'',2.3666599
-52.5,-169.5,b'',2.3494935
-52.5,-168.5,b'',2.3329465
-52.5,-167.5,b'',2.3099754
-52.5,-166.5,b'',2.281296
-52.5,-165.5,b'',2.2519298
-52.5,-164.5,b'',2.2112925
-52.5,-163.5,b'',2.1565459
-52.5,-162.5,b'',2.1090252
-52.5,-161.5,b'',2.0637882
-52.5,-160.5,b'',2.0257323
-52.5,-159.5,b'',2.014315
-52.5,-158.5,b'',2.0032678
-52.5,-157.5,b'',1.9858073
-52.5,-156.5,b'',1.9719381
-52.5,-155.5,b'',1.9721606
-52.5,-154.5,b'',1.964312
-52.5,-153.5,b'',1.9726305
-52.5,-152.5,b'',1.9848909
-52.5,-151.5,b'',1.9952769
-52.5,-150.5,b'',2.0052543
-52.5,-149.5,b'',2.0122066
-52.5,-148.5,b'',2.0055847
-52.5,-147.5,b'',2.0105426
-52.5,-146.5,b'',2.0103745
-52.5,-145.5,b'',2.0268688
-52.5,-144.5,b'',2.052211
-52.5,-143.5,b'',2.0857072
-52.5,-142.5,b'',2.1184218
-52.5,-141.5,b'',2.1486444
-52.5,-140.5,b'',2.1704428
-52.5,-139.5,b'',2.183158
-52.5,-138.5,b'',2.194252
-52.5,-137.5,b'',2.2114522
-52.5,-136.5,b'',2.2277584
-52.5,-135.5,b'',2.2539854
-52.5,-134.5,b'',2.2794108
-52.5,-133.5,b'',2.3136418
-52.5,-132.5,b'',2.3413372
-52.5,-131.5,b'',2.3744488
-52.5,-130.5,b'',2.402049
-52.5,-129.5,b'',2.4274395
-52.5,-128.5,b'',2.4392796
-52.5,-127.5,b'',2.4593809
-52.5,-126.5,b'',2.4720447
-52.5,-125.5,b'',2.4810176
-52.5,-124.5,b'',2.5000982
-52.5,-123.5,b'',2.5081687
-52.5,-122.5,b'',2.5176105
-52.5,-121.5,b'',2.5185788
-52.5,-120.5,b'',2.5230086
-52.5,-119.5,b'',2.5211952
-52.5,-118.5,b'',2.5188227
-52.5,-117.5,b'',2.5199108
-52.5,-116.5,b'',2.5186067
-52.5,-115.5,b'',2.5257182
-52.5,-114.5,b'',2.5345268
-52.5,-113.5,b'',2.5455382
-52.5,-112.5,b'',2.5554593
-52.5,-111.5,b'',2.56159
-52.5,-110.5,b'',2.5786908
-52.5,-109.5,b'',2.58715
-52.5,-108.5,b'',2.604804
-52.5,-107.5,b'',2.6125462
-52.5,-106.5,b'',2.6258228
-52.5,-105.5,b'',2.6285288
-52.5,-104.5,b'',2.640286
-52.5,-103.5,b'',2.6413662
-52.5,-102.5,b'',2.6477962
-52.5,-101.5,b'',2.6488132
-52.5,-100.5,b'',2.6528766
-52.5,-99.5,b'',2.6523027
-52.5,-98.5,b'',2.6551886
-52.5,-97.5,b'',2.6544654
-52.5,-96.5,b'',2.651591
-52.5,-95.5,b'',2.6496098
-52.5,-94.5,b'',2.645406
-52.5,-93.5,b'',2.6416514
-52.5,-92.5,b'',2.6325347
-52.5,-91.5,b'',2.6265416
-52.5,-90.5,b'',2.618544
-52.5,-89.5,b'',2.6143742
-52.5,-88.5,b'',2.6064162
-52.5,-87.5,b'',2.597919
-52.5,-86.5,b'',2.5917344
-52.5,-85.5,b'',2.5820003
-52.5,-84.5,b'',2.5724435
-52.5,-83.5,b'',2.563425
-52.5,-82.5,b'',2.5426102
-52.5,-81.5,b'',2.5327241
-52.5,-80.5,b'',2.5159817
-52.5,-79.5,b'',2.4965358
-52.5,-78.5,b'',2.4876397
-52.5,-77.5,b'',2.484107
-52.5,-76.5,b'',2.5610156
-52.5,-75.5,b'',2.6229634
-52.5,-74.5,b'',2.823741
-52.5,-73.5,b'',3.0476077
-52.5,-72.5,b'',3.2360313
-52.5,-71.5,b'',3.3391829
-52.5,-70.5,b'',3.3839507
-52.5,-69.5,b'',3.3353732
-52.5,-68.5,b'',3.1282632
-52.5,-67.5,b'',2.9868073
-52.5,-66.5,b'',2.8981545
-52.5,-65.5,b'',2.8279774
-52.5,-64.5,b'',2.7773376
-52.5,-63.5,b'',2.762659
-52.5,-62.5,b'',2.7608845
-52.5,-61.5,b'',2.7909193
-52.5,-60.5,b'',2.845998
-52.5,-59.5,b'',2.8369741
-52.5,-58.5,b'',2.7964234
-52.5,-57.5,b'',2.7230968
-52.5,-56.5,b'',2.6501856
-52.5,-55.5,b'',2.6033869
-52.5,-54.5,b'',2.5586584
-52.5,-53.5,b'',2.545302
-52.5,-52.5,b'',2.5456884
-52.5,-51.5,b'',2.552644
-52.5,-50.5,b'',2.5782495
-52.5,-49.5,b'',2.605478
-52.5,-48.5,b'',2.657446
-52.5,-47.5,b'',2.6984212
-52.5,-46.5,b'',2.7517414
-52.5,-45.5,b'',2.7836666
-52.5,-44.5,b'',2.8193665
-52.5,-43.5,b'',2.853578
-52.5,-42.5,b'',2.8899195
-52.5,-41.5,b'',2.9318955
-52.5,-40.5,b'',2.9767814
-52.5,-39.5,b'',3.005704
-52.5,-38.5,b'',3.025139
-52.5,-37.5,b'',3.0515711
-52.5,-36.5,b'',3.071385
-52.5,-35.5,b'',3.0888364
-52.5,-34.5,b'',3.0941794
-52.5,-33.5,b'',3.085095
-52.5,-32.5,b'',3.0850153
-52.5,-31.5,b'',3.0982687
-52.5,-30.5,b'',3.1203187
-52.5,-29.5,b'',3.1471205
-52.5,-28.5,b'',3.17294
-52.5,-27.5,b'',3.1904478
-52.5,-26.5,b'',3.2119832
-52.5,-25.5,b'',3.2195175
-52.5,-24.5,b'',3.2299094
-52.5,-23.5,b'',3.2256835
-52.5,-22.5,b'',3.2350485
-52.5,-21.5,b'',3.226977
-52.5,-20.5,b'',3.2255826
-52.5,-19.5,b'',3.2152321
-52.5,-18.5,b'',3.203768
-52.5,-17.5,b'',3.1872258
-52.5,-16.5,b'',3.1786401
-52.5,-15.5,b'',3.1634643
-52.5,-14.5,b'',3.1642075
-52.5,-13.5,b'',3.1535373
-52.5,-12.5,b'',3.1524436
-52.5,-11.5,b'',3.1461961
-52.5,-10.5,b'',3.1312695
-52.5,-9.5,b'',3.120038
-52.5,-8.5,b'',3.094203
-52.5,-7.5,b'',3.0738194
-52.5,-6.5,b'',3.058396
-52.5,-5.5,b'',3.04879
-52.5,-4.5,b'',3.0480044
-52.5,-3.5,b'',3.0490372
-52.5,-2.5,b'',3.0484624
-52.5,-1.5,b'',3.0478039
-52.5,-0.5,b'',3.0440018
-52.5,0.5,b'',3.0459106
-52.5,1.5,b'',3.042896
-52.5,2.5,b'',3.0450318
-52.5,3.5,b'',3.0444357
-52.5,4.5,b'',3.0435836
-52.5,5.5,b'',3.043668
-52.5,6.5,b'',3.0397975
-52.5,7.5,b'',3.03562
-52.5,8.5,b'',3.032342
-52.5,9.5,b'',3.0320966
-52.5,10.5,b'',3.0336514
-52.5,11.5,b'',3.032117
-52.5,12.5,b'',3.0257695
-52.5,13.5,b'',3.0148737
-52.5,14.5,b'',3.0069063
-52.5,15.5,b'',3.0033956
-52.5,16.5,b'',3.0058696
-52.5,17.5,b'',3.0069041
-52.5,18.5,b'',3.008545
-52.5,19.5,b'',3.008188
-52.5,20.5,b'',3.0058613
-52.5,21.5,b'',3.0100107
-52.5,22.5,b'',3.0126085
-52.5,23.5,b'',3.016413
-52.5,24.5,b'',3.0229204
-52.5,25.5,b'',3.023366
-52.5,26.5,b'',3.0261073
-52.5,27.5,b'',3.0274215
-52.5,28.5,b'',3.0274427
-52.5,29.5,b'',3.0350087
-52.5,30.5,b'',3.0322201
-52.5,31.5,b'',3.0244372
-52.5,32.5,b'',3.0179467
-52.5,33.5,b'',3.0162334
-52.5,34.5,b'',3.015689
-52.5,35.5,b'',3.0206416
-52.5,36.5,b'',3.0212903
-52.5,37.5,b'',3.0263746
-52.5,38.5,b'',3.0218298
-52.5,39.5,b'',3.0213597
-52.5,40.5,b'',3.0180323
-52.5,41.5,b'',3.017702
-52.5,42.5,b'',3.0191994
-52.5,43.5,b'',3.0214021
-52.5,44.5,b'',3.0228295
-52.5,45.5,b'',3.0264316
-52.5,46.5,b'',3.0327475
-52.5,47.5,b'',3.0405242
-52.5,48.5,b'',3.0444736
-52.5,49.5,b'',3.0532737
-52.5,50.5,b'',3.0575943
-52.5,51.5,b'',3.0632482
-52.5,52.5,b'',3.0743828
-52.5,53.5,b'',3.0824347
-52.5,54.5,b'',3.0898943
-52.5,55.5,b'',3.095908
-52.5,56.5,b'',3.0987506
-52.5,57.5,b'',3.1048913
-52.5,58.5,b'',3.1130497
-52.5,59.5,b'',3.1218643
-52.5,60.5,b'',3.1384916
-52.5,61.5,b'',3.1629236
-52.5,62.5,b'',3.1838858
-52.5,63.5,b'',3.212077
-52.5,64.5,b'',3.240388
-52.5,65.5,b'',3.25543
-52.5,66.5,b'',3.2814434
-52.5,67.5,b'',3.2933884
-52.5,68.5,b'',3.3121896
-52.5,69.5,b'',3.3224487
-52.5,70.5,b'',3.328944
-52.5,71.5,b'',3.3302348
-52.5,72.5,b'',3.3303325
-52.5,73.5,b'',3.3268058
-52.5,74.5,b'',3.3227851
-52.5,75.5,b'',3.2895124
-52.5,76.5,b'',3.2626746
-52.5,77.5,b'',3.2039876
-52.5,78.5,b'',3.1350694
-52.5,79.5,b'',3.1038647
-52.5,80.5,b'',3.091734
-52.5,81.5,b'',3.1164765
-52.5,82.5,b'',3.154006
-52.5,83.5,b'',3.1863837
-52.5,84.5,b'',3.1755512
-52.5,85.5,b'',3.1646633
-52.5,86.5,b'',3.145979
-52.5,87.5,b'',3.1344547
-52.5,88.5,b'',3.1248214
-52.5,89.5,b'',3.120357
-52.5,90.5,b'',3.1173701
-52.5,91.5,b'',3.1070402
-52.5,92.5,b'',3.0917408
-52.5,93.5,b'',3.0782564
-52.5,94.5,b'',3.0698736
-52.5,95.5,b'',3.067997
-52.5,96.5,b'',3.0659466
-52.5,97.5,b'',3.0550568
-52.5,98.5,b'',3.046427
-52.5,99.5,b'',3.0363553
-52.5,100.5,b'',3.0256877
-52.5,101.5,b'',3.0187783
-52.5,102.5,b'',3.0110798
-52.5,103.5,b'',3.0001168
-52.5,104.5,b'',2.9935353
-52.5,105.5,b'',2.977709
-52.5,106.5,b'',2.9671354
-52.5,107.5,b'',2.947794
-52.5,108.5,b'',2.9341202
-52.5,109.5,b'',2.916014
-52.5,110.5,b'',2.908406
-52.5,111.5,b'',2.8945408
-52.5,112.5,b'',2.8820937
-52.5,113.5,b'',2.8708057
-52.5,114.5,b'',2.8587267
-52.5,115.5,b'',2.8518252
-52.5,116.5,b'',2.8394582
-52.5,117.5,b'',2.8342268
-52.5,118.5,b'',2.8208532
-52.5,119.5,b'',2.8175232
-52.5,120.5,b'',2.8085837
-52.5,121.5,b'',2.80199
-52.5,122.5,b'',2.7893271
-52.5,123.5,b'',2.774454
-52.5,124.5,b'',2.7607162
-52.5,125.5,b'',2.7403777
-52.5,126.5,b'',2.7264953
-52.5,127.5,b'',2.711735
-52.5,128.5,b'',2.6871605
-52.5,129.5,b'',2.671083
-52.5,130.5,b'',2.654711
-52.5,131.5,b'',2.6386893
-52.5,132.5,b'',2.6306796
-52.5,133.5,b'',2.6181874
-52.5,134.5,b'',2.6102695
-52.5,135.5,b'',2.6032166
-52.5,136.5,b'',2.601283
-52.5,137.5,b'',2.5933583
-52.5,138.5,b'',2.5969498
-52.5,139.5,b'',2.595034
-52.5,140.5,b'',2.5914972
-52.5,141.5,b'',2.588611
-52.5,142.5,b'',2.587979
-52.5,143.5,b'',2.596633
-52.5,144.5,b'',2.6006925
-52.5,145.5,b'',2.6041236
-52.5,146.5,b'',2.5986462
-52.5,147.5,b'',2.588549
-52.5,148.5,b'',2.5788176
-52.5,149.5,b'',2.5765607
-52.5,150.5,b'',2.5756445
-52.5,151.5,b'',2.5762646
-52.5,152.5,b'',2.573424
-52.5,153.5,b'',2.567836
-52.5,154.5,b'',2.5652306
-52.5,155.5,b'',2.5664349
-52.5,156.5,b'',2.5655146
-52.5,157.5,b'',2.5709243
-52.5,158.5,b'',2.5710251
-52.5,159.5,b'',2.5630748
-52.5,160.5,b'',2.5621393
-52.5,161.5,b'',2.5511205
-52.5,162.5,b'',2.5404265
-52.5,163.5,b'',2.5302818
-52.5,164.5,b'',2.517802
-52.5,165.5,b'',2.516658
-52.5,166.5,b'',2.5218909
-52.5,167.5,b'',2.5270183
-52.5,168.5,b'',2.5310905
-52.5,169.5,b'',2.5315266
-52.5,170.5,b'',2.5192144
-52.5,171.5,b'',2.5092485
-52.5,172.5,b'',2.4908118
-52.5,173.5,b'',2.46379
-52.5,174.5,b'',2.4369767
-52.5,175.5,b'',2.419429
-52.5,176.5,b'',2.4071558
-52.5,177.5,b'',2.3947914
-52.5,178.5,b'',2.3973904
-52.5,179.5,b'',2.3913646
-51.5,-179.5,b'',2.4669135
-51.5,-178.5,b'',2.4783025
-51.5,-177.5,b'',2.4956875
-51.5,-176.5,b'',2.4779298
-51.5,-175.5,b'',2.482488
-51.5,-174.5,b'',2.4634976
-51.5,-173.5,b'',2.457308
-51.5,-172.5,b'',2.4479742
-51.5,-171.5,b'',2.4380982
-51.5,-170.5,b'',2.4308794
-51.5,-169.5,b'',2.413248
-51.5,-168.5,b'',2.3981552
-51.5,-167.5,b'',2.3753996
-51.5,-166.5,b'',2.3485928
-51.5,-165.5,b'',2.3244839
-51.5,-164.5,b'',2.2896788
-51.5,-163.5,b'',2.2413986
-51.5,-162.5,b'',2.1946704
-51.5,-161.5,b'',2.1490233
-51.5,-160.5,b'',2.1112058
-51.5,-159.5,b'',2.1054277
-51.5,-158.5,b'',2.1060517
-51.5,-157.5,b'',2.0999436
-51.5,-156.5,b'',2.0947802
-51.5,-155.5,b'',2.0974085
-51.5,-154.5,b'',2.08437
-51.5,-153.5,b'',2.0915372
-51.5,-152.5,b'',2.0998607
-51.5,-151.5,b'',2.109148
-51.5,-150.5,b'',2.1184294
-51.5,-149.5,b'',2.1276982
-51.5,-148.5,b'',2.124019
-51.5,-147.5,b'',2.1362627
-51.5,-146.5,b'',2.1470597
-51.5,-145.5,b'',2.1710846
-51.5,-144.5,b'',2.2030852
-51.5,-143.5,b'',2.2367232
-51.5,-142.5,b'',2.2654185
-51.5,-141.5,b'',2.2904837
-51.5,-140.5,b'',2.307436
-51.5,-139.5,b'',2.319901
-51.5,-138.5,b'',2.3334234
-51.5,-137.5,b'',2.3512511
-51.5,-136.5,b'',2.3695507
-51.5,-135.5,b'',2.3913064
-51.5,-134.5,b'',2.4103603
-51.5,-133.5,b'',2.437596
-51.5,-132.5,b'',2.4519355
-51.5,-131.5,b'',2.4737127
-51.5,-130.5,b'',2.4893346
-51.5,-129.5,b'',2.506721
-51.5,-128.5,b'',2.514983
-51.5,-127.5,b'',2.5272725
-51.5,-126.5,b'',2.5385642
-51.5,-125.5,b'',2.5434933
-51.5,-124.5,b'',2.5577374
-51.5,-123.5,b'',2.5636282
-51.5,-122.5,b'',2.5683298
-51.5,-121.5,b'',2.5682676
-51.5,-120.5,b'',2.570693
-51.5,-119.5,b'',2.5693629
-51.5,-118.5,b'',2.5688088
-51.5,-117.5,b'',2.5679626
-51.5,-116.5,b'',2.5669756
-51.5,-115.5,b'',2.5692623
-51.5,-114.5,b'',2.5757852
-51.5,-113.5,b'',2.5839539
-51.5,-112.5,b'',2.5938506
-51.5,-111.5,b'',2.5982757
-51.5,-110.5,b'',2.6135375
-51.5,-109.5,b'',2.6199043
-51.5,-108.5,b'',2.6353967
-51.5,-107.5,b'',2.6403878
-51.5,-106.5,b'',2.651759
-51.5,-105.5,b'',2.6542542
-51.5,-104.5,b'',2.6651292
-51.5,-103.5,b'',2.6679287
-51.5,-102.5,b'',2.6738582
-51.5,-101.5,b'',2.6753812
-51.5,-100.5,b'',2.6785235
-51.5,-99.5,b'',2.6769028
-51.5,-98.5,b'',2.6768665
-51.5,-97.5,b'',2.6745853
-51.5,-96.5,b'',2.6696982
-51.5,-95.5,b'',2.6666598
-51.5,-94.5,b'',2.661619
-51.5,-93.5,b'',2.6570225
-51.5,-92.5,b'',2.6488316
-51.5,-91.5,b'',2.643371
-51.5,-90.5,b'',2.636921
-51.5,-89.5,b'',2.632155
-51.5,-88.5,b'',2.6256328
-51.5,-87.5,b'',2.6183338
-51.5,-86.5,b'',2.612607
-51.5,-85.5,b'',2.60283
-51.5,-84.5,b'',2.5928988
-51.5,-83.5,b'',2.5838714
-51.5,-82.5,b'',2.5632148
-51.5,-81.5,b'',2.5535848
-51.5,-80.5,b'',2.539089
-51.5,-79.5,b'',2.5203645
-51.5,-78.5,b'',2.5204203
-51.5,-77.5,b'',2.5225544
-51.5,-76.5,b'',2.635832
-51.5,-75.5,b'',2.7295418
-51.5,-74.5,b'',2.9729207
-51.5,-73.5,b'',3.220612
-51.5,-72.5,b'',3.4222608
-51.5,-71.5,b'',3.526707
-51.5,-70.5,b'',3.5219061
-51.5,-69.5,b'',3.430994
-51.5,-68.5,b'',3.1935253
-51.5,-67.5,b'',3.0673332
-51.5,-66.5,b'',2.9833202
-51.5,-65.5,b'',2.9175866
-51.5,-64.5,b'',2.8665257
-51.5,-63.5,b'',2.8567224
-51.5,-62.5,b'',2.8542361
-51.5,-61.5,b'',2.8865917
-51.5,-60.5,b'',2.9484308
-51.5,-59.5,b'',2.9397502
-51.5,-58.5,b'',2.8906503
-51.5,-57.5,b'',2.7682228
-51.5,-56.5,b'',2.67255
-51.5,-55.5,b'',2.6157887
-51.5,-54.5,b'',2.5673683
-51.5,-53.5,b'',2.552594
-51.5,-52.5,b'',2.561241
-51.5,-51.5,b'',2.582841
-51.5,-50.5,b'',2.626948
-51.5,-49.5,b'',2.6648872
-51.5,-48.5,b'',2.722544
-51.5,-47.5,b'',2.7628875
-51.5,-46.5,b'',2.807725
-51.5,-45.5,b'',2.836513
-51.5,-44.5,b'',2.8643556
-51.5,-43.5,b'',2.8894653
-51.5,-42.5,b'',2.9206195
-51.5,-41.5,b'',2.95836
-51.5,-40.5,b'',3.0126681
-51.5,-39.5,b'',3.0584645
-51.5,-38.5,b'',3.0912035
-51.5,-37.5,b'',3.1218915
-51.5,-36.5,b'',3.1391268
-51.5,-35.5,b'',3.157691
-51.5,-34.5,b'',3.1690397
-51.5,-33.5,b'',3.1681938
-51.5,-32.5,b'',3.1730316
-51.5,-31.5,b'',3.182611
-51.5,-30.5,b'',3.195364
-51.5,-29.5,b'',3.2077382
-51.5,-28.5,b'',3.2184582
-51.5,-27.5,b'',3.2268822
-51.5,-26.5,b'',3.2361546
-51.5,-25.5,b'',3.2330215
-51.5,-24.5,b'',3.2388515
-51.5,-23.5,b'',3.2339008
-51.5,-22.5,b'',3.2460036
-51.5,-21.5,b'',3.236123
-51.5,-20.5,b'',3.2306821
-51.5,-19.5,b'',3.2204359
-51.5,-18.5,b'',3.2098877
-51.5,-17.5,b'',3.2000828
-51.5,-16.5,b'',3.192473
-51.5,-15.5,b'',3.179587
-51.5,-14.5,b'',3.1814506
-51.5,-13.5,b'',3.1737506
-51.5,-12.5,b'',3.1790452
-51.5,-11.5,b'',3.176691
-51.5,-10.5,b'',3.1641605
-51.5,-9.5,b'',3.1505275
-51.5,-8.5,b'',3.120316
-51.5,-7.5,b'',3.095919
-51.5,-6.5,b'',3.079692
-51.5,-5.5,b'',3.0788414
-51.5,-4.5,b'',3.0834541
-51.5,-3.5,b'',3.0930989
-51.5,-2.5,b'',3.1000211
-51.5,-1.5,b'',3.1006858
-51.5,-0.5,b'',3.098298
-51.5,0.5,b'',3.100247
-51.5,1.5,b'',3.093082
-51.5,2.5,b'',3.0956511
-51.5,3.5,b'',3.0958967
-51.5,4.5,b'',3.0981388
-51.5,5.5,b'',3.1022046
-51.5,6.5,b'',3.1042075
-51.5,7.5,b'',3.1029532
-51.5,8.5,b'',3.0966527
-51.5,9.5,b'',3.0940583
-51.5,10.5,b'',3.0915892
-51.5,11.5,b'',3.0849178
-51.5,12.5,b'',3.072693
-51.5,13.5,b'',3.0525348
-51.5,14.5,b'',3.0366573
-51.5,15.5,b'',3.0329769
-51.5,16.5,b'',3.0325365
-51.5,17.5,b'',3.0326288
-51.5,18.5,b'',3.0344393
-51.5,19.5,b'',3.035063
-51.5,20.5,b'',3.0344017
-51.5,21.5,b'',3.0384948
-51.5,22.5,b'',3.040727
-51.5,23.5,b'',3.0436468
-51.5,24.5,b'',3.0487337
-51.5,25.5,b'',3.0498185
-51.5,26.5,b'',3.0471897
-51.5,27.5,b'',3.0526288
-51.5,28.5,b'',3.055091
-51.5,29.5,b'',3.0733662
-51.5,30.5,b'',3.0758352
-51.5,31.5,b'',3.073999
-51.5,32.5,b'',3.068688
-51.5,33.5,b'',3.0703053
-51.5,34.5,b'',3.0707989
-51.5,35.5,b'',3.0749204
-51.5,36.5,b'',3.0744746
-51.5,37.5,b'',3.078094
-51.5,38.5,b'',3.0769887
-51.5,39.5,b'',3.0763645
-51.5,40.5,b'',3.0701094
-51.5,41.5,b'',3.0676475
-51.5,42.5,b'',3.068567
-51.5,43.5,b'',3.0714917
-51.5,44.5,b'',3.0740657
-51.5,45.5,b'',3.078631
-51.5,46.5,b'',3.083161
-51.5,47.5,b'',3.0896182
-51.5,48.5,b'',3.0934572
-51.5,49.5,b'',3.1023543
-51.5,50.5,b'',3.1061742
-51.5,51.5,b'',3.1104517
-51.5,52.5,b'',3.1216307
-51.5,53.5,b'',3.1300797
-51.5,54.5,b'',3.1379642
-51.5,55.5,b'',3.1446075
-51.5,56.5,b'',3.146584
-51.5,57.5,b'',3.151651
-51.5,58.5,b'',3.1592274
-51.5,59.5,b'',3.1670845
-51.5,60.5,b'',3.1869187
-51.5,61.5,b'',3.2179134
-51.5,62.5,b'',3.2460382
-51.5,63.5,b'',3.2781203
-51.5,64.5,b'',3.3090596
-51.5,65.5,b'',3.321361
-51.5,66.5,b'',3.3444424
-51.5,67.5,b'',3.3498766
-51.5,68.5,b'',3.360106
-51.5,69.5,b'',3.3651514
-51.5,70.5,b'',3.3593972
-51.5,71.5,b'',3.3498523
-51.5,72.5,b'',3.3398657
-51.5,73.5,b'',3.3314102
-51.5,74.5,b'',3.3277936
-51.5,75.5,b'',3.2993696
-51.5,76.5,b'',3.277817
-51.5,77.5,b'',3.2325528
-51.5,78.5,b'',3.1914585
-51.5,79.5,b'',3.1859744
-51.5,80.5,b'',3.1890442
-51.5,81.5,b'',3.2126293
-51.5,82.5,b'',3.254477
-51.5,83.5,b'',3.2885602
-51.5,84.5,b'',3.28047
-51.5,85.5,b'',3.2741463
-51.5,86.5,b'',3.259073
-51.5,87.5,b'',3.2464898
-51.5,88.5,b'',3.2326252
-51.5,89.5,b'',3.2269578
-51.5,90.5,b'',3.2240188
